,Customer_Name,REVIEW_TITLE,Color,REVIEW_DATE,COMMENTS,RATINGS,comments_prep,review_prep,char_counts,word_counts,sent_counts,avg_word_len,avg_sent_len,char_counts_rev,word_counts_rev,sent_counts_rev,avg_word_len_rev,avg_sent_len_rev,anonymous_customer,RATINGS_SENTIMENT
482,Babu M,Average product,Iguana,01-Oct-21,"The design is good, the mic quality is need to improve.",3,design good mic quality need improve,average product,55,11,1,4.090909090909091,11.0,15,2,1,7.0,2.0,True,neutral
483,Sharath Savadatti,Loved it... Super product from boat... Thanks Amazon for ontime delivery,Iguana,13-Sep-21,Loved it... Super product from boat...,5,loved it super product boat,loved it super product boat thanks amazon ontime delivery,38,6,1,5.5,6.0,72,11,2,5.636363636363637,5.5,True,positive
484,Amitabh gunjan,I was expecting good bass but now i am very disappointed.,White,23-Feb-22,Sound clarity is good...but if you want bass then don't buy it. I was expecting good bass but now i am very disappointed.,3,sound clarity goodbut want bass dont buy it expecting good bass disappointed,expecting good bass disappointed,121,23,2,4.304347826086956,11.5,57,11,1,4.2727272727272725,11.0,True,neutral
485,Custtomer,Average,White,11-Oct-21,Average quality. Not for music lovers,2,average quality music lovers,average,37,6,2,5.333333333333333,3.0,7,1,1,7.0,1.0,True,negative
486,V,Good product,White,10-Aug-21,I like it,5,like,good product,9,3,1,2.3333333333333335,3.0,12,2,1,5.5,2.0,True,positive
487,Namdev Shenoy,Good product for the price.,Spirit Lime,19-Jan-22,It is a value buy for the price paid.,4,value buy price paid,good product price,37,9,1,3.2222222222222223,9.0,27,5,1,4.6,5.0,True,positive
488,janu,Sound quality is very very bad don't buy friends,Black,06-Jul-21,"Like Biild qualityDislike sound quality,Bass quality is very very poorSo friends if u want a base head phone then go for Sony",2,like biild qualitydislike sound qualitybass quality poorso friends u want base head phone sony,sound quality bad dont buy friends,125,22,1,4.7272727272727275,22.0,48,9,1,4.444444444444445,9.0,True,negative
489,Amazon Customer,No Bass on a bass head,Iguana,20-Oct-21,Just an ok product but no bass,1,ok product bass,bass bass head,30,7,1,3.4285714285714284,7.0,22,6,1,2.8333333333333335,6.0,False,negative
490,Kishore,Cheap and best,White,12-Apr-22,As compared to other boat earphone this product design copy cat of apple earphone,4,compared boat earphone product design copy cat apple earphone,cheap best,81,14,1,4.857142857142857,14.0,14,3,1,4.0,3.0,True,positive
491,Jegan,Good product,White,23-Feb-22,Believe good product,4,believe good product,good product,20,3,1,6.0,3.0,12,2,1,5.5,2.0,True,positive
492,Ganesh Jadhav,Go for it,Black,13-Nov-21,Better build quality,5,better build quality,,20,3,1,6.0,3.0,9,3,1,2.3333333333333335,3.0,True,positive
493,Amazon Customer,"Uneven volume in earphones, left side is less audible",White,10-Oct-21,"Earlier it was working fine , but suddenly one side left is less audible",1,earlier working fine  suddenly left audible,uneven volume earphones left audible,72,14,1,4.214285714285714,14.0,53,9,1,5.0,9.0,False,negative
494,abhay,Sound quality is good,Iguana,04-Jun-22,"Really good product from boat. For bass lovers its the best, but for music, it is good but can be better",5,good product boat bass lovers best music good better,sound quality good,104,21,2,4.0,10.5,21,4,1,4.5,4.0,True,positive
495,Ashish Thakare,Replacing as defected,White,26-Feb-22,"Product is grate, but i got a defected wire one as you can see in photo's. I am Replaceing it as it won't last for long.",3,product grate got defected wire photos replaceing wont long,replacing defected,120,26,2,3.6538461538461537,13.0,21,3,1,6.333333333333333,3.0,True,neutral
496,Vimal J.,Poor Voice quality during Calls,Black,12-Dec-21,"Voice on Calls always Breaks with Cracking Voice ... RS. 2000 for Such Poor Quality, better look for other products ...",1,voice calls breaks cracking voice  rs 2000 poor quality better look products ,poor voice quality calls,119,21,2,4.714285714285714,10.5,31,5,1,5.4,5.0,True,negative
497,Rithesh,Not worth.,Spirit Lime,11-Dec-21,"Bad sound quality, bass is not that much strong. I bought it for those 13mm bass driver but that's simply waste. Not recommended.",3,bad sound quality bass strong bought 13mm bass driver thats simply waste recommended,worth,129,23,3,4.6521739130434785,7.666666666666667,10,2,1,4.5,2.0,True,neutral
498,Navaneeth Singh,Worth Buying in this price.,White,27-Jun-21,"Sound quality is too good, in this price I only say value for money and easy noise cancellation on calls.",5,sound quality good price value money easy noise cancellation calls,worth buying price,105,20,1,4.3,20.0,27,5,1,4.6,5.0,True,positive
499,Amazon Customer,Sound quality is not good,White,08-Oct-21,Sound quality is poor,1,sound quality poor,sound quality good,21,4,1,4.5,4.0,25,5,1,4.2,5.0,False,negative
500,Amazon Customer,"Not working properly, mic issue. Replace required",White,04-Feb-22,Mic issues replace required,1,mic issues replace required,working properly mic issue replace required,27,4,1,6.0,4.0,49,7,2,6.142857142857143,3.5,False,negative
501,Amazon Customer,Better don t buy.,Blue,23-Nov-21,Mike not working left speaker gives more sound compare to right. Waste of money,1,mike working left speaker gives sound compare right waste money,better don t buy,79,14,2,4.714285714285714,7.0,17,4,1,3.5,4.0,False,negative
502,Sam,Good,White,03-Feb-22,Good,4,good,good,4,1,1,4.0,1.0,4,1,1,4.0,1.0,True,positive
503,Monish,nice,White,31-Mar-22,nice,4,nice,nice,4,1,1,4.0,1.0,4,1,1,4.0,1.0,True,positive
504,G RAMAKRISHNA,Good quality and value for money.,White,03-Apr-22,Nice,5,nice,good quality value money,4,1,1,4.0,1.0,33,6,1,4.666666666666667,6.0,True,positive
505,Val dcruz,"The best ever in price range... Love it, wanna buy more but they are out of stock",Spirit Lime,10-Aug-21,"I liked it to listen to music and it has given me the best quality ever, colour is also different and amazing",5,liked listen music given best quality ever colour different amazing,best price range love it wanna buy stock,109,22,1,4.0,22.0,81,17,1,3.823529411764706,17.0,True,positive
506,Parvej khan,Dont buy,Spirit Lime,19-Jul-21,Dont buy waste of money i return 2 time every time i get defective piece not working,1,dont buy waste money return 2 time time defective piece working,dont buy,84,17,1,4.0,17.0,8,2,1,3.5,2.0,True,negative
507,ramkumar,Mic not working,Black,25-Jun-21,Mic is not working ... Only phone mic is to be used ... Can be used for music only ... Not for calls ... Disappointed,1,mic working  phone mic  music  calls  disappointed,mic working,117,25,2,3.72,12.5,15,3,1,4.333333333333333,3.0,True,negative
508,Milan behera,Superrr Product,Spirit Lime,17-Nov-21,"I like it's sound quality and bass too.No dislike for this product,overall good product and quality.",5,like its sound quality bass toono dislike productoverall good product quality,superrr product,100,16,1,5.3125,16.0,15,2,1,7.0,2.0,True,positive
509,Joseph,"Wired, button type, Good at this price",White,31-Jan-22,"If you are looking for wired, button type earphones for prolonged use throughout day then this product is a good buy.",5,looking wired button type earphones prolonged use day product good buy,wired button type good price,117,21,1,4.619047619047619,21.0,38,7,1,4.571428571428571,7.0,True,positive
510,Hemanth vadlapudi,Very bad sound quality,White,10-Jun-21,Sound is very bad and better go to boat bassheads 242,1,sound bad better boat bassheads 242,bad sound quality,53,11,1,3.909090909090909,11.0,22,4,1,4.75,4.0,True,negative
511,Shreeyash Jadhav,Ok earphones,Black,01-Nov-21,The one earpiece stopped working after few days I'm waiting for replacement but I didnt got any reply . But it was a good earphone,4,earpiece stopped working days im waiting replacement didnt got reply  good earphone,ok earphones,130,25,2,4.24,12.5,12,2,1,5.5,2.0,True,positive
512,Satisfied Customer,So far so good,Spirit Lime,01-Dec-21,"Love it so far, the quality of wires is good and doesn't get tangled up. Audio quality is good too.",4,love far quality wires good doesnt tangled up audio quality good too,far good,99,20,2,4.0,10.0,14,4,1,2.75,4.0,True,positive
513,rameshgadha,Not for a better sound,White,09-Jun-21,Not recommended for music lovers,2,recommended music lovers,better sound,32,5,1,5.6,5.0,22,5,1,3.6,5.0,True,negative
514,Srikanth Bath,"Good, buy it for phone calls",Spirit Lime,20-Mar-22,"It is mostly useful for phone calls, I am happy with this product.",5,useful phone calls happy product,good buy phone calls,66,13,1,4.153846153846154,13.0,28,6,1,3.8333333333333335,6.0,True,positive
515,Ruth,Too much usage results in headache,Iguana,20-Oct-21,"The look,sound and bass quality was fine. But too much of usage is hurting the ear and bringing headache. Not as comfortable as it is expected to be.",3,looksound bass quality fine usage hurting ear bringing headache comfortable expected be,usage results headache,149,28,3,4.357142857142857,9.333333333333334,34,6,1,4.833333333333333,6.0,True,neutral
516,Amit,Ok product.,Blue,30-Jul-21,Less bass.,3,bass,ok product,10,2,1,4.5,2.0,11,2,1,5.0,2.0,True,neutral
517,Amandeep Singh,Sound quality is not good,White,01-Oct-21,Average sound quality,1,average sound quality,sound quality good,21,3,1,6.333333333333333,3.0,25,5,1,4.2,5.0,True,negative
518,Pranay ramane,Not meet basic expectations,Blue,23-Jun-21,Not supporting to Nord and Oppo. Continue Disconnected.,3,supporting nord oppo continue disconnected,meet basic expectations,55,8,2,6.0,4.0,27,4,1,6.0,4.0,True,neutral
519,mian rauf ahmad,Ok,White,05-Apr-22,Ok,3,ok,ok,2,1,1,2.0,1.0,2,1,1,2.0,1.0,True,neutral
520,Eesha,ewwwww,White,15-Apr-22,ewwwww,1,ewwwww,ewwwww,6,1,1,6.0,1.0,6,1,1,6.0,1.0,True,negative
521,Jasper,Bad product design,Spirit Lime,17-Oct-21,Mic quality is terrible with almost no noise cancellation..sound output lacks clarity.,1,mic quality terrible noise cancellationsound output lacks clarity,bad product design,86,12,1,6.25,12.0,18,3,1,5.333333333333333,3.0,True,negative
522,pradeep,Chinese product,White,13-Apr-22,Product is ok but manufacture at china. If I know this I don't buy it.,2,product ok manufacture china know dont buy it,chinese product,70,15,2,3.7333333333333334,7.5,15,2,1,7.0,2.0,True,negative
523,prabhu subramanian,Actually left side earbuds is not working. Like sounds is very low,Spirit Lime,18-Oct-21,Recently I brought this one but left side earbuds not working.,2,recently brought left earbuds working,actually left earbuds working like sounds low,62,11,1,4.7272727272727275,11.0,66,12,2,4.583333333333333,6.0,True,negative
524,FGD,Muzik Lovers,White,16-May-22,Wonderful Product from Boat. Fits properly on the ears . Muzik quality and bazz are perfect Five from Me,5,wonderful product boat fits properly ears  muzik quality bazz perfect,muzik lovers,104,19,3,4.526315789473684,6.333333333333333,12,2,1,5.5,2.0,True,positive
525,Zakir Mirza,Best Product,Iguana,27-Nov-21,Best and awesome earphone by boat it's worthy go for it,5,best awesome earphone boat its worthy,best product,55,11,1,4.090909090909091,11.0,12,2,1,5.5,2.0,True,positive
526,Prasant kumar verma,Boat,Black,04-Feb-22,But same time mic not working,5,time mic working,boat,29,6,1,4.0,6.0,4,1,1,4.0,1.0,True,positive
527,Suraj bokde,UX is very good of this product,Black,07-Feb-22,Noice cancellation is very good .Worth to buy than other costly earphoneCoz of ux,4,noice cancellation good worth buy costly earphonecoz ux,ux good product,81,14,1,4.857142857142857,14.0,31,7,1,3.5714285714285716,7.0,True,positive
528,Bijoy mili,Good,Iguana,05-Jan-22,Good,5,good,good,4,1,1,4.0,1.0,4,1,1,4.0,1.0,True,positive
529,swapnil7722,DONT BUY,Iguana,28-Aug-21,"Product lookwise good but....sound quality not good ,349 rs waste ....",1,product lookwise good butsound quality good 349 rs waste ,dont buy,70,11,1,5.454545454545454,11.0,8,2,1,3.5,2.0,True,negative
530,Manju Rani,Received duplicate product,White,03-Sep-21,Received duplicate product,1,received duplicate product,received duplicate product,26,3,1,8.0,3.0,26,3,1,8.0,3.0,True,negative
531,chandana,Mic not working after month,White,01-Jan-22,,1,nan,mic working month,3,1,1,3.0,1.0,27,5,1,4.6,5.0,True,negative
532,Ashok Thakkar,Good,Black,21-Nov-21,Good,3,good,good,4,1,1,4.0,1.0,4,1,1,4.0,1.0,True,neutral
533,Kailash Bhandari,Working good.,Blue,21-Sep-21,Working good,5,working good,working good,12,2,1,5.5,2.0,13,2,1,6.0,2.0,True,positive
534,Vivekanand Singh,"Worst product, Amazon is not allowing return too.",White,22-Feb-22,"Worst product, even Amazon is not allowing return. Pls don't buy. Even Amazon loosing faith on Amazon too.",1,worst product amazon allowing return pls dont buy amazon loosing faith amazon too,worst product amazon allowing return too,106,18,3,4.944444444444445,6.0,49,8,1,5.25,8.0,True,negative
535,Chhatrai Majhi,Sliperry a bit.,Black,19-Nov-21,Stop working on side of the earphone in just 2 month.,2,stop working earphone 2 month,sliperry bit,53,11,1,3.909090909090909,11.0,15,3,1,4.333333333333333,3.0,True,negative
536,priti sarang,Horrible product,Black,07-Oct-21,"They send duplicate product, it s not even a month, the left buds of the earphones have stopped working, very bad, don t waste your money on it",1,send duplicate product s month left buds earphones stopped working bad don t waste money,horrible product,143,28,1,4.142857142857143,28.0,16,2,1,7.5,2.0,True,negative
537,deepak kumar dang,Ok ok,White,27-Aug-21,Sound not much good. Fitting good,3,sound good fitting good,ok ok,33,6,2,4.666666666666667,3.0,5,2,1,2.0,2.0,True,neutral
538,Vimal Patel,Average product,White,06-May-22,The sound quality found to be average.. not as I expected The sound keep changing if you move,3,sound quality found average expected sound changing,average product,93,18,1,4.222222222222222,18.0,15,2,1,7.0,2.0,True,neutral
539,Priyam D.,Best for daily use.,Black,14-Jul-21,Nice product at a reasonable price.Good sound.High volume cancels surrounding noise.Descent microphone.,4,nice product reasonable pricegood soundhigh volume cancels surrounding noisedescent microphone,best daily use,103,12,1,7.666666666666667,12.0,19,4,1,4.0,4.0,True,positive
540,Sanjay Kumar Yadav,Sound is not coming properly..aur automatically sound go low,Spirit Lime,28-Jan-22,I didn't like the sound and bass is very poor... sound automatically goes low...and sometimes didn't work one side of earphone,1,didnt like sound bass poor sound automatically goes lowand didnt work earphone,sound coming properlyaur automatically sound low,126,21,1,5.0476190476190474,21.0,60,9,1,5.777777777777778,9.0,True,negative
541,Shalini kushwaha,Great,Black,11-Dec-21,It is a good earphone. Nice audio quality. It doesn't affect your ear. I recommend you all.,4,good earphone nice audio quality doesnt affect ear recommend all,great,91,17,4,4.411764705882353,4.25,5,1,1,5.0,1.0,True,positive
542,Ankit kumar,Good product,Iguana,10-Nov-21,I like the sound quality light weight not much pain if you used long time,5,like sound quality light weight pain long time,good product,73,15,1,3.933333333333333,15.0,12,2,1,5.5,2.0,True,positive
543,AAshutosh Rawat,Don't Purchase,Black,01-Nov-21,Too Worst Product And too worst vocal and bass.I didn't expected from boat.,1,worst product worst vocal bassi didnt expected boat,dont purchase,75,13,1,4.846153846153846,13.0,14,2,1,6.5,2.0,True,negative
544,Sunil Tiwary,Stopped working after months,Black,01-Mar-22,It worked fine for 2 months but after 2 months it just stopped working. Please help me to get it exchange.,2,worked fine 2 months 2 months stopped working help exchange,stopped working months,106,21,2,4.095238095238095,10.5,28,4,1,6.25,4.0,True,negative
545,Dr. Satyam,Right Ear side not working properly.,Black,21-Feb-22,Kuch hi din me ishme right ear side kaa sound sahi se nahi aaraha hai.... Worst.... Ab return bhi nahi hosakta.,2,kuch hi din ishme right ear kaa sound sahi se nahi aaraha hai worst ab return bhi nahi hosakta,right ear working properly,111,21,2,4.333333333333333,10.5,36,6,1,5.166666666666667,6.0,True,negative
546,Manisha Sinha,Waste of money,White,01-Jun-22,Stopped working in 10 days only...Can't even return it now,1,stopped working 10 days onlycant return,waste money,58,10,1,4.9,10.0,14,3,1,4.0,3.0,True,negative
547,Chetan P.,Very poor quality,White,13-Feb-22,"Started hearing a crackling noise within a week.Also randomly started to mute the audio. Unusable, not worth buying.",1,started hearing crackling noise weekalso randomly started mute audio unusable worth buying,poor quality,116,18,2,5.5,9.0,17,3,1,5.0,3.0,True,negative
548,chitra,Good ear phones,Black,03-Aug-21,Value for money does the job,5,value money job,good ear phones,28,6,1,3.8333333333333335,6.0,15,3,1,4.333333333333333,3.0,True,positive
549,Ankit Vishwakarma,Average product,Iguana,13-Nov-21,"Sound quality is average, and not very comfortable, you can't them for long time because it causes pain in outer area of ears.",3,sound quality average comfortable cant long time causes pain outer area ears,average product,126,23,1,4.521739130434782,23.0,15,2,1,7.0,2.0,True,neutral
550,Jatinder Bhatia,Stop working after months of use..bakwaas product..,Black,06-Feb-22,Stop working after 2 months of use..bakwaas product..,1,stop working 2 months usebakwaas product,stop working months usebakwaas product,53,8,1,5.75,8.0,51,7,1,6.428571428571429,7.0,True,negative
551,Abdul Gaffar,i love quality and design,Black,01-Aug-21,comfortable while using and I love design,5,comfortable love design,love quality design,41,7,1,5.0,7.0,25,5,1,4.2,5.0,True,positive
552,Mahesh,Waste of money placed don't buy any product from Amazon worest service,White,10-Mar-22,"Worest product I got Damaged one, I placed a return it's almost one month over still I'm waiting for delivery",1,worest product got damaged one placed return its month im waiting delivery,waste money placed dont buy product amazon worest service,109,20,1,4.5,20.0,70,12,1,4.916666666666667,12.0,True,negative
553,Vicky,Noise,Iguana,14-Oct-21,Volume is not upto the mark....I suggest realme is much better than this product,3,volume upto marki suggest realme better product,noise,80,14,1,4.785714285714286,14.0,5,1,1,5.0,1.0,True,neutral
554,KOTEE_CHATLA,Other,Black,22-Feb-22,Not for all Device,4,device,,18,4,1,3.75,4.0,5,1,1,5.0,1.0,True,positive
555,Jaju,I liked it's colour and sound but they can upgrade the jake to connect phone and earphones,White,12-Mar-22,"sound quality, noise cancellation or bass quality in nice then other earphones in the same priceWorthy",4,sound quality noise cancellation bass quality nice earphones priceworthy,liked its colour sound upgrade jake connect phone earphones,102,16,1,5.4375,16.0,90,17,1,4.352941176470588,17.0,True,positive
556,Ruben Koshy,Short Lifespan,Spirit Lime,27-Apr-22,One ear piece of the product stopped working in 4 months. Highly disappointing.,2,ear piece product stopped working 4 months highly disappointing,short lifespan,79,13,2,5.153846153846154,6.5,14,2,1,6.5,2.0,True,negative
557,ARUN KUMAR MISHRA,Best product in this range,White,25-May-22,Amazing product in suitable price must purchase for good sound quality.,5,amazing product suitable price purchase good sound quality,best product range,71,11,1,5.545454545454546,11.0,26,5,1,4.4,5.0,True,positive
558,Amazon Customer,Good,Spirit Lime,03-Feb-22,Nice Go for it,5,nice,good,14,4,1,2.75,4.0,4,1,1,4.0,1.0,False,positive
559,Deepa,Dnt buy this. It stopped working exactly in a month.,White,13-Apr-22,It stopped working in a months time. Dnt buy this,1,stopped working months time dnt buy,dnt buy this stopped working exactly month,49,10,2,4.0,5.0,52,10,2,4.3,5.0,True,negative
560,Amala,Good product. Best value for money.,Black,11-Sep-21,Good product. Best value for money.,5,good product best value money,good product best value money,35,6,2,5.0,3.0,35,6,2,5.0,3.0,True,positive
561,Nareshrao,It s not boat .. fake rupees ear phones,White,27-Oct-21,The media could not be loaded. Fake fake,1,media loaded fake fake,s boat  fake rupees ear phones,40,8,2,4.125,4.0,39,9,1,3.4444444444444446,9.0,True,negative
562,Vantluangpuii,Excellent,White,24-Feb-22,High quality earphone.. The sound and the built is superb... I love it.. Excellent excellent product...,5,high quality earphone sound built superb love it excellent excellent product,excellent,103,16,4,5.5,4.0,9,1,1,9.0,1.0,True,positive
563,R Krishna Kumar,"The item is good, but it doesn't work properly.",White,23-May-22,The item is not working properly. Noise reduces itself while using. It was loss of money to purchase it,3,item working properly noise reduces using loss money purchase,item good doesnt work properly,103,19,3,4.473684210526316,6.333333333333333,47,9,1,4.333333333333333,9.0,True,neutral
564,Abhijith Satheesan ,Very poor,Black,05-Nov-21,Very poor item. Sound quality very bad compare to other boat products.,1,poor item sound quality bad compare boat products,poor,70,12,2,4.916666666666667,6.0,9,2,1,4.0,2.0,True,negative
565,Ashish singh,Just ok,Black,17-Jun-21,So so,3,,ok,5,2,1,2.0,2.0,7,2,1,3.0,2.0,True,neutral
566,Jshree,Beyond expectation.,Black,17-Jun-21,This is amazing I must say... Comfortable in ears and sound is amazing on call and music Extremely satisfied. And this price amazing.,5,amazing say comfortable ears sound amazing music extremely satisfied price amazing,expectation,133,23,3,4.826086956521739,7.666666666666667,19,2,1,9.0,2.0,True,positive
567,Tina Barman ,good,White,22-Feb-22,good,5,good,good,4,1,1,4.0,1.0,4,1,1,4.0,1.0,True,positive
568,Abhishek Peter,Sometimes automatically the sound is not coming. Very disappointed by the boat,Black,24-Oct-21,Sometimes automatically the sound is not coming. Very disappointed by the boat,1,automatically sound coming disappointed boat,automatically sound coming disappointed boat,78,12,2,5.583333333333333,6.0,78,12,2,5.583333333333333,6.0,True,negative
569,Bhargava Reddy,Good Product,Black,11-Sep-21,Good Product to buy with much affordable price for those who likes buds free headsets,5,good product buy affordable price likes buds free headsets,good product,85,15,1,4.733333333333333,15.0,12,2,1,5.5,2.0,True,positive
570,PRATISH M.,In ear headphones,Black,02-Nov-21,The earphones are very much comfortable due to in ear styling. Also the sound quality is very good.,4,earphones comfortable ear styling sound quality good,ear headphones,99,18,2,4.555555555555555,9.0,17,3,1,5.0,3.0,True,positive
571,Gaurav Saxena,This is real value for money. Must buy it.,Spirit Lime,22-Dec-21,Everything is good.,5,good,real value money buy it,19,3,1,5.666666666666667,3.0,42,9,2,3.7777777777777777,4.5,True,positive
572,Kittu,Average one,Spirit Lime,10-Jul-21,Average one,4,average,average,11,2,1,5.0,2.0,11,2,1,5.0,2.0,True,positive
573,P.K.Rai,Quality product,Blue,19-Nov-21,color and Quality of product is great to the price offered..,5,color quality product great price offered,quality product,60,11,1,4.545454545454546,11.0,15,2,1,7.0,2.0,True,positive
574,Ankit Tiwari,Not good according to price,White,08-Oct-21,High cost according to the quality of the sound and product,2,high cost according quality sound product,good according price,59,11,1,4.454545454545454,11.0,27,5,1,4.6,5.0,True,negative
575,PR,Awesome ...,Spirit Lime,29-Nov-21,Very stylish look and great sound,5,stylish look great sound,awesome ,33,6,1,4.666666666666667,6.0,11,2,1,5.0,2.0,True,positive
576,Guhan Muthusamy,Good product for this price,Blue,19-Jan-22,I'm using it more than 3 months now. Sound quality is good. Really worth for the money.,4,im 3 months now sound quality good worth money,good product price,87,17,3,4.176470588235294,5.666666666666667,27,5,1,4.6,5.0,True,positive
577,sarath,Stopped working after weeks of purchase,Iguana,03-Oct-21,Disappointed....I cannot return now,1,disappointedi return,stopped working weeks purchase,35,4,1,8.0,4.0,39,6,1,5.666666666666667,6.0,True,negative
578,Amazon Customer,Value for money,White,04-Jun-22,Best sound quality for this price range,5,best sound quality price range,value money,39,7,1,4.714285714285714,7.0,15,3,1,4.333333333333333,3.0,False,positive
579,Pratibha,Amazing product.,Black,26-Mar-22,Great bass. Amazing,5,great bass amazing,amazing product,19,3,2,5.666666666666667,1.5,16,2,1,7.5,2.0,True,positive
580,Dinesh fafal,Ok,White,21-Jun-21,"Sound quality is not bad or to much good , if u like high bass this is not for you, headphones quality is good ,do not expect to much",4,sound quality bad good  u like high bass you headphones quality good do expect,ok,133,29,1,3.6206896551724137,29.0,2,1,1,2.0,1.0,True,positive
581,Amazon Customer,Bad quality,Blue,22-Jul-21,The left side is not working and the volume is lower than the right side. The quality is not at all good and I am extremely disappointed.,1,left working volume lower right side quality good extremely disappointed,bad quality,137,27,2,4.111111111111111,13.5,11,2,1,5.0,2.0,False,negative
582,Sk,Bakwash earphone,White,24-May-22,Bekar earphone hai kuch dino ke baad awaj itni kam aane lagi jaise volume kam hai ghatiya earphone.,1,bekar earphone hai kuch dino ke baad awaj itni kam aane lagi jaise volume kam hai ghatiya earphone,bakwash earphone,99,18,1,4.555555555555555,18.0,16,2,1,7.5,2.0,True,negative
583,Rhythm,Best part is it's perfect ear fit,Spirit Lime,14-Jan-22,"I needed this for long calls, in ear hurts, on ear is big, this fits in that mid space",5,needed long calls ear hurts ear big fits mid space,best its perfect ear fit,86,19,1,3.5789473684210527,19.0,33,7,1,3.857142857142857,7.0,True,positive
584,nazrin,Very bad,Iguana,20-Oct-21,Product issue with mic disturbance to person hearing sounds burstingOrdered a replacement same issue will return for sure,1,product issue mic disturbance person hearing sounds burstingordered replacement issue return sure,bad,121,18,1,5.777777777777778,18.0,8,2,1,3.5,2.0,True,negative
585,Sharma Puja,Defective product,Black,19-Oct-21,The media could not be loaded. I got this ear phones like this.. And I want to return this.,1,media loaded got ear phones like this want return this,defective product,91,19,2,3.8421052631578947,9.5,17,2,1,8.0,2.0,True,negative
586,Aman Gupta,Best product at such price,White,08-Feb-22,Good sound and mic . Perfect for daily use but company provide a volume increase or decrease button,3,good sound mic  perfect daily use company provide volume increase decrease button,best product price,99,18,2,4.555555555555555,9.0,26,5,1,4.4,5.0,True,neutral
587,Ricky,Poor quality,White,12-May-22,"Such a poor quality, there is no bass and the sound quality is so poor. Regret buying this product.",1,poor quality bass sound quality poor regret buying product,poor quality,99,19,2,4.2631578947368425,9.5,12,2,1,5.5,2.0,True,negative
588,Suraj meher,Not worthy,White,11-May-22,Not a good one... Also hurts if used for more than 15 mins,2,good one hurts 15 mins,worthy,58,13,1,3.5384615384615383,13.0,10,2,1,4.5,2.0,True,negative
589,rahman shariff,Good quality. Good sound. Good price.,Black,06-Dec-21,It seems to be working fine. The wire don't entangle. The quality and price is reasonable.,5,working fine wire dont entangle quality price reasonable,good quality good sound good price,90,16,3,4.6875,5.333333333333333,37,6,3,5.333333333333333,2.0,True,positive
590,Varsha,Not satisfied,Spirit Lime,24-May-22,In the beginning it was perfectly fine but after a month even in full volume the sound is very low,2,beginning perfectly fine month volume sound low,satisfied,98,20,1,3.95,20.0,13,2,1,6.0,2.0,True,negative
591,Sanjana,Faulty item,Iguana,04-Oct-21,Faulty item...Reduced sound by its own..So annoying..Practically useless because u cant plug in and use it,1,faulty itemreduced sound ownso annoyingpractically useless u cant plug use,faulty item,106,16,1,5.6875,16.0,11,2,1,5.0,2.0,True,negative
592,Javed,It hurts after sometime,Iguana,14-Oct-21,Due to plastic material it's hurts after sometime,3,plastic material its hurts,hurts,49,8,1,5.25,8.0,23,4,1,5.0,4.0,True,neutral
593,Nachiketh,"It's ok, not bad",Spirit Lime,05-Dec-21,It works well but tends to accumulate wax then the volume reduces and u have to clean it..,4,works tends accumulate wax volume reduces u clean it,its ok bad,90,18,1,4.055555555555555,18.0,16,4,1,3.25,4.0,True,positive
594,KALYAN SINGH,Sound best,Black,05-Apr-22,Best for sound and having more accurate that white earphone in long life.,5,best sound having accurate white earphone long life,sound best,73,13,1,4.6923076923076925,13.0,10,2,1,4.5,2.0,True,positive
595,mathan,'Awsome',Black,12-Jun-21,"Very nice headphones , like iphones original, high bass ,clarity mic voice.....worth for buying , Always BOAT...",5,nice headphones  like iphones original high bass clarity mic voiceworth buying  boat,awsome,112,17,1,5.647058823529412,17.0,8,1,1,8.0,1.0,True,positive
596,Rahim Keshwani,Good product,Spirit Lime,11-Jan-22,It's a good product. Boat earphone are always better choice and thanks Amazon for quick delivery.,5,its good product boat earphone better choice thanks amazon quick delivery,good product,97,16,2,5.125,8.0,12,2,1,5.5,2.0,True,positive
597,Pradyumn Pratap Singh,About quality,Black,13-Dec-21,Sound quality is not good. Bass quality is not good also.Only wire quality is good,1,sound quality good bass quality good alsoonly wire quality good,quality,82,15,2,4.533333333333333,7.5,13,2,1,6.0,2.0,True,negative
598,Anirudha Bhat,Perfectly fits my ear....,Blue,14-Dec-21,Perfectly fits my ears... Doesnt harm hearing system,5,perfectly fits ears doesnt harm hearing system,perfectly fits ear,52,8,1,5.625,8.0,25,4,1,5.5,4.0,True,positive
599,Amazon Customer,Good but...,White,09-Apr-22,Can't keep it long hours as it pains,2,cant long hours pains,good but,36,8,1,3.625,8.0,11,2,1,5.0,2.0,False,negative
600,riya singh,Great deal,Iguana,30-Aug-21,"Amazing product ...Sound quality, ease of using everything is perfect under 350 price...",5,amazing product sound quality ease perfect 350 price,great deal,88,13,1,5.846153846153846,13.0,10,2,1,4.5,2.0,True,positive
601,Yubraj Barman,"I bought this earphone twice and faced the same issue, this is its one side sound dims overtime",Spirit Lime,06-Nov-21,"I bought this earphone twice and faced the same issue, this is its one side sound dims overtime. Ridiculous product from boat.",1,bought earphone twice faced issue sound dims overtime ridiculous product boat,bought earphone twice faced issue sound dims overtime,126,22,2,4.7727272727272725,11.0,95,18,1,4.333333333333333,18.0,True,negative
